year,G_XWDG_G01_GDP_PT,country,obs_code
2019,56.4254726313871,HN,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectHN"
2020,67.1672960250954,HN,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectHN"
2021,68.3413346291712,HN,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectHN"
2022,69.4455887087467,HN,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectHN"
2023,69.0930703987688,HN,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectHN"
2024,68.0929173602274,HN,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectHN"
2025,66.8144054446989,HN,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectHN"
2026,65.369084785158,HN,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectHN"
2027,63.7161035179248,HN,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectHN"
1992,36.3608257578291,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
1993,31.8684764269671,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
1994,30.5493252334864,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
1995,28.0409642509666,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
1996,28.547949410982,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
1997,27.790860286575,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
1998,25.6522325621485,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
1999,27.9949030742107,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2000,29.5513056840976,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2001,36.4688601378499,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2002,42.3161677571325,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2003,45.9615641853794,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2004,46.8130310768749,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2005,46.2865651303186,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2006,46.9233957062533,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2007,46.2633156791348,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2008,48.1062140671161,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2009,59.0607702951854,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2010,60.0423166256038,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2011,59.165687234829,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2012,63.5731914411686,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2013,63.1657676804693,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2014,65.2955851215107,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2015,67.0379319479821,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2016,68.7662532438872,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2017,70.5263450805149,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2018,70.353687034639,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2019,71.2891834007018,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2020,89.1639946255494,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2021,83.5870697462705,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2022,82.5614052592268,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2023,85.2404819156645,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2024,88.7290133396571,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2025,93.864119973246,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2026,99.1250489400814,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2027,104.052820771254,NI,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectNI"
2001,19.1095630952332,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2002,17.3621954707918,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2003,19.8029242761782,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2004,20.5534543704697,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2005,20.0168261094256,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2006,20.8597695379513,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2007,20.7792927876105,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2008,19.5697039485309,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2009,22.7798458710728,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2010,24.0059791741324,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2011,23.7792982739171,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2012,24.5772374901933,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2013,24.9966130943269,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2014,24.6505977176716,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2015,24.8033315944531,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2016,24.9559645870128,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2017,25.0926335713639,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2018,26.4733639171778,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2019,26.4842780894899,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2020,31.5248948651287,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2021,30.8677138578406,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2022,30.5911900615686,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2023,30.665446141041,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2024,30.4848628959295,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2025,30.4100147859319,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2026,30.243267935806,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
2027,30.0772708695897,PA,"0      1991
1      1992
2      1993
3      1994
4      1995
       ... 
219    2023
220    2024
221    2025
222    2026
223    2027
Name: year, Length: 224, dtype: objectPA"
